flight_id,date,airline,aircraft_type,tail_number,origin,destination,distance_km,duration_min,delay_min,maintenance_flag,cruise_altitude_ft,cruise_speed_kts,fuel_burn_kg,co2_kg,load_factor,passengers,safety_incidents,lat,lon
FL100014,2025-03-29,SkyEagle,A320,CN-203,AGA,IST,1159.4,98,14,0,37134,393,3052.4,9645.6,0.75,150,0,36.04917924215742,10.904671215174217
FL100015,2025-04-27,EuroWings+,A330,CN-954,IST,MAD,1902.0,185,46,0,31938,436,4222.7,13343.7,0.87,281,0,41.4099902903697,21.335039437683026
FL100016,2025-04-10,SkyEagle,A321,CN-314,MAD,TNG,1090.0,93,0,0,39507,453,2700.7,8534.2,0.9,249,0,39.76987673335695,-3.6683981995080086
FL100017,2025-04-14,RoyalMaghreb,A330,CN-750,RAK,MAD,1631.2,136,0,0,38368,377,3862.8,12206.4,0.85,211,0,34.65254043766909,-6.202723377333679
FL100018,2025-06-01,MoroccoFly,B787,CN-573,AGA,RAK,1208.6,137,30,0,33409,410,2808.6,8875.2,0.71,234,0,30.939745745764885,-8.707354876964454
FL100019,2025-05-11,EuroWings+,A330,CN-432,AGA,LHR,2108.8,253,48,0,37554,418,5743.8,18150.4,0.78,222,0,40.11568120320457,-4.662293200037321
FL100020,2025-05-30,AtlasAir,A321,CN-423,CMN,IST,2787.0,342,11,0,36729,465,7129.6,22529.5,0.74,242,0,37.328189806582444,11.489828174527842
FL100021,2025-02-22,EuroWings+,A330,CN-680,RAK,TNG,1687.9,181,16,0,32680,432,4765.4,15058.7,0.95,266,0,33.683692351882,-7.238286863988235
FL100022,2025-01-02,RoyalMaghreb,A330,CN-611,AGA,LHR,2713.9,279,31,0,32373,380,7197.6,22744.4,0.67,268,1,43.02568170347329,-4.057632558560736
FL100023,2025-03-29,EuroWings+,E190,CN-371,IST,RAK,1525.1,176,2,0,32514,422,4312.7,13628.1,0.82,215,0,31.705321845474536,-7.660484584862282
FL100024,2025-08-24,MoroccoFly,A321,CN-698,ORY,LHR,1453.9,167,36,0,35297,487,3780.4,11946.1,0.89,217,0,49.69627696356755,0.6399036944633844
FL100025,2025-06-07,EuroWings+,B787,CN-324,LHR,TNG,1524.8,146,10,0,31582,463,3868.2,12223.5,0.77,241,0,49.65578414224636,-1.3616211751037852
FL100026,2025-02-07,MoroccoFly,B787,CN-873,IST,CMN,2301.4,208,0,0,27585,410,5625.1,17775.3,0.83,242,0,40.881871484741126,26.800117791433014
FL100027,2025-05-10,AtlasAir,A320,CN-263,TNG,LHR,1728.1,154,20,0,34044,434,4787.2,15127.6,0.84,222,0,49.89712001072403,-1.2475269376607798
FL100028,2025-07-11,RoyalMaghreb,B737,CN-490,RAK,ORY,577.1,58,0,0,35055,533,1363.5,4308.7,0.8,184,0,46.85699445753818,1.4913239445407214
FL100029,2025-07-07,SaharaJet,B737,CN-981,ORY,MAD,1899.1,203,32,0,36528,512,4887.2,15443.6,0.83,167,0,46.40035079137542,0.2708834251082242
FL100030,2025-01-21,AtlasAir,E190,CN-649,RAK,LHR,1842.9,166,6,0,38112,424,4197.2,13263.2,0.92,226,0,36.44969848426009,-6.006048687090075
FL100031,2025-06-10,SkyEagle,E190,CN-400,MAD,CMN,2631.5,258,43,0,31824,424,7462.8,23582.4,0.68,284,0,33.82602664495588,-7.714956561151556
FL100032,2025-07-23,EuroWings+,A321,CN-839,IST,CMN,3267.5,404,21,0,35328,486,8781.8,27750.5,0.84,253,0,36.30933768353547,8.370512618564668
FL100033,2025-02-27,RoyalMaghreb,A330,CN-208,TNG,MAD,1910.3,163,20,0,42616,476,4736.3,14966.7,0.81,227,0,35.44524902618569,-6.402443492158586
FL100034,2025-01-22,RoyalMaghreb,A330,CN-482,AGA,RAK,2293.9,244,19,0,33992,533,5407.2,17086.8,0.73,235,0,31.205189380908,-8.774111418501619
FL100035,2025-08-24,MoroccoFly,B787,CN-431,CMN,MAD,2448.3,232,0,0,31948,475,7033.3,22225.2,0.8,206,0,41.22200043806486,-3.5556277965335155
FL100036,2025-03-30,EuroWings+,A320,CN-999,RAK,AGA,1808.4,204,17,0,33279,422,4024.7,12718.1,0.98,126,0,31.02932582887075,-9.901851829780503
FL100037,2025-02-18,SkyEagle,A321,CN-999,CMN,TNG,553.0,54,0,0,35869,437,1582.8,5001.6,0.71,216,0,34.612570921233086,-6.5245029500888565
FL100038,2025-08-07,SaharaJet,A320,CN-597,RAK,LHR,2233.0,276,0,0,33426,474,5932.9,18748.0,0.79,153,0,46.023755895688666,-2.484245470409027
FL100039,2025-02-28,AtlasAir,B787,CN-775,TNG,RAK,2787.8,316,0,0,29990,538,7875.3,24885.9,0.78,271,0,33.695578526293694,-6.539817104466014
FL100040,2025-06-19,EuroWings+,B787,CN-640,TNG,AGA,1031.7,101,61,0,35633,445,2821.3,8915.3,0.9,239,0,34.07651103173757,-7.201854269001203
FL100041,2025-08-08,SaharaJet,B737,CN-873,AGA,MAD,1426.3,125,7,1,31134,455,3409.7,10774.7,0.84,130,0,36.25710171832595,-6.02810483115291
FL100042,2025-07-07,RoyalMaghreb,E190,CN-419,AGA,LHR,1953.6,187,42,0,29477,386,5007.6,15824.0,0.79,245,0,35.05570235169342,-7.454598110412098
FL100043,2025-07-27,EuroWings+,E190,CN-629,MAD,AGA,2604.8,283,0,0,41243,434,7438.7,23506.3,0.75,261,0,37.63826294180948,-5.059044922062259
FL100044,2025-01-15,EuroWings+,A320,CN-165,AGA,RAK,3336.1,357,15,0,34895,538,8946.9,28272.2,0.7,147,0,31.023436934671807,-8.033619465632079
FL100045,2025-07-09,SkyEagle,A320,CN-325,AGA,MAD,742.3,88,46,1,31041,438,1914.6,6050.1,0.85,178,0,37.25998322505166,-5.419948079230338
FL100046,2025-07-09,AtlasAir,A320,CN-169,CMN,TNG,1757.9,197,0,1,36288,460,4089.6,12923.1,0.89,164,0,35.14698529799732,-6.487037089739224
FL100047,2025-06-24,AtlasAir,A330,CN-343,RAK,MAD,2477.4,217,15,0,30784,475,5659.5,17884.0,0.84,225,0,37.97611336638552,-4.924525631505282
FL100048,2025-07-09,SkyEagle,E190,CN-652,IST,RAK,2668.2,287,22,0,35801,494,6305.1,19924.1,0.88,241,0,31.993794142554915,-8.165349634467285
FL100049,2025-02-20,MoroccoFly,E190,CN-903,IST,RAK,1494.1,142,0,0,29954,362,4058.4,12824.5,0.79,231,0,38.18622488794087,17.947498923717447
FL100050,2025-04-18,EuroWings+,B737,CN-199,AGA,CMN,1779.2,186,23,0,37952,439,5090.8,16086.9,0.98,140,0,33.690761419336845,-7.119470559765522
FL100051,2025-02-24,RoyalMaghreb,B737,CN-520,MAD,AGA,858.0,98,19,0,36666,418,2097.9,6629.4,0.93,142,0,38.74492054590393,-4.27156546734608
FL100052,2025-09-01,EuroWings+,E190,CN-769,CMN,LHR,1921.8,185,0,0,33161,430,5423.4,17137.9,0.86,272,0,34.41761372580905,-7.346216763456777
FL100053,2025-03-05,RoyalMaghreb,A320,CN-845,CMN,ORY,2330.5,233,0,0,37084,396,5251.2,16593.8,0.82,195,0,42.31756362691915,-1.3706792908300816
FL100054,2025-09-06,SkyEagle,A320,CN-294,AGA,RAK,2209.1,243,64,0,36771,505,6175.4,19514.3,0.85,181,0,31.52164491414743,-7.993314651201456
FL100055,2025-05-11,SaharaJet,B737,CN-287,TNG,ORY,1410.5,122,30,0,33889,408,3837.2,12125.6,0.85,148,0,42.37948337545531,-1.6928644759531302
FL100056,2025-08-17,SkyEagle,B737,CN-177,AGA,IST,984.1,93,36,0,34076,460,2689.2,8497.9,0.86,161,0,37.29557393695482,14.847205299228333
FL100057,2025-02-20,EuroWings+,B787,CN-767,RAK,CMN,1688.2,155,7,0,29570,498,4447.7,14054.7,0.78,251,0,32.11984493388767,-8.045044561431396
FL100058,2025-05-15,SaharaJet,A320,CN-969,RAK,IST,1466.9,161,65,1,30655,340,3395.1,10728.5,0.87,189,0,32.73871314257603,-4.613302042619189
FL100059,2025-01-21,MoroccoFly,A321,CN-592,LHR,AGA,1666.6,141,0,0,31318,533,3986.3,12596.7,0.82,247,0,46.232148031175846,-2.081287942035085
FL100060,2025-03-14,MoroccoFly,B737,CN-488,CMN,TNG,1750.7,147,45,0,36028,472,4796.3,15156.3,0.86,178,0,34.05191969465009,-7.222732198507052
FL100061,2025-06-16,AtlasAir,B737,CN-903,ORY,IST,1181.6,138,16,0,30925,434,3006.1,9499.3,0.83,139,0,42.637261401980226,22.838269327174277
FL100062,2025-01-18,EuroWings+,A330,CN-848,LHR,MAD,1528.6,146,0,0,37357,471,4197.4,13263.8,0.82,222,0,49.52864520909773,-1.2129937686103873
FL100063,2025-05-12,SaharaJet,E190,CN-294,IST,RAK,2114.9,263,62,0,32371,451,5171.9,16343.2,0.74,231,0,34.43326516999548,3.556425359985746
FL100064,2025-03-30,SkyEagle,A321,CN-853,CMN,MAD,2639.6,324,41,1,35178,417,7117.3,22490.7,0.85,260,0,35.81355179282352,-5.937045477964638
FL100065,2025-03-01,SaharaJet,A320,CN-151,MAD,CMN,1681.2,158,50,0,33891,460,3769.7,11912.3,0.77,145,0,39.071601030427956,-4.616101234848399
FL100066,2025-01-14,SaharaJet,B737,CN-620,TNG,CMN,1785.4,174,71,0,35114,456,4177.2,13200.0,0.78,166,0,35.446236823496044,-6.381171964625767
FL100067,2025-08-30,AtlasAir,A321,CN-169,RAK,MAD,2359.7,243,39,0,30314,550,6389.4,20190.5,0.91,238,0,35.54127939653527,-6.621805638873126
FL100068,2025-09-07,RoyalMaghreb,A321,CN-683,LHR,CMN,2685.9,245,52,0,36482,463,6246.9,19740.2,0.85,231,0,46.947480356149725,-1.8996721553338933
FL100069,2025-01-09,MoroccoFly,B787,CN-183,CMN,MAD,459.3,44,23,0,36122,445,1093.6,3455.8,0.72,274,0,34.28324192364191,-6.919310860164904
FL100070,2025-03-31,EuroWings+,E190,CN-309,MAD,TNG,1846.1,197,0,0,30330,428,4858.9,15354.1,0.75,255,0,40.552306780767765,-3.2804512745320564
FL100071,2025-02-22,RoyalMaghreb,E190,CN-371,MAD,RAK,2528.7,225,15,0,34090,468,5761.3,18205.7,0.81,238,0,32.38870157926215,-7.776793749898674
FL100072,2025-05-10,EuroWings+,A321,CN-423,ORY,AGA,1847.2,226,0,0,37748,467,4651.8,14699.7,0.65,328,0,45.87241394655518,0.9258430261389705
FL100073,2025-03-25,AtlasAir,A320,CN-676,IST,ORY,1965.9,201,1,0,36641,404,5478.5,17312.1,0.83,170,0,45.93162366763615,12.769136664273764
FL100074,2025-04-02,AtlasAir,A320,CN-371,AGA,MAD,2463.3,277,47,0,39900,392,5603.1,17705.8,0.9,152,0,36.24794829985189,-5.988085546925419
FL100075,2025-04-21,MoroccoFly,A330,CN-478,RAK,TNG,789.1,73,0,0,37164,481,1976.7,6246.4,0.81,243,0,31.3017431551837,-8.45611035971857
FL100076,2025-07-07,SkyEagle,A321,CN-656,IST,LHR,2756.7,288,0,0,33083,383,6503.3,20550.4,0.83,218,0,46.91038186723758,10.450276311694155
FL100077,2025-07-18,RoyalMaghreb,A330,CN-936,CMN,LHR,1835.5,185,46,0,31529,373,4550.5,14379.6,0.9,313,0,47.39222554456596,-1.8759273079582053
FL100078,2025-06-21,SaharaJet,A330,CN-370,RAK,TNG,2255.4,251,25,1,32738,435,5728.9,18103.3,0.75,210,0,34.341735750745116,-6.215315312378812
FL100079,2025-01-08,AtlasAir,A320,CN-388,TNG,AGA,2708.7,297,37,0,34597,442,7250.6,22911.9,0.83,119,0,34.671663429075004,-6.158420677135724
FL100080,2025-06-24,SaharaJet,A321,CN-803,MAD,RAK,1788.2,159,31,0,35375,428,5125.0,16195.0,0.92,251,0,38.60009552807892,-4.9704837951366
FL100081,2025-02-04,RoyalMaghreb,A330,CN-966,IST,TNG,2489.7,214,10,0,37241,414,5956.2,18821.6,0.8,277,0,40.48106077844932,26.07439584966764
FL100082,2025-07-25,AtlasAir,A320,CN-383,LHR,IST,1087.4,99,25,0,34444,443,2410.4,7616.9,0.92,208,0,49.53973781379978,5.812103720702272
FL100083,2025-03-22,AtlasAir,A320,CN-233,MAD,IST,1988.6,232,17,0,30693,354,5373.9,16981.5,0.87,208,0,40.36028613051563,-1.2997590266304238
FL100084,2025-06-13,RoyalMaghreb,A330,CN-552,TNG,LHR,1410.4,170,0,0,35701,372,3971.9,12551.2,0.86,303,0,41.17788178769958,-3.513880898473858
FL100085,2025-02-19,SaharaJet,E190,CN-109,LHR,ORY,1643.7,199,61,0,32027,481,4232.7,13375.3,0.81,212,0,50.842718330551065,0.7133548645081567
FL100086,2025-04-14,AtlasAir,A320,CN-136,TNG,MAD,1144.6,95,10,1,38639,457,2935.6,9276.5,0.76,166,0,36.484059607758006,-5.441275473211804
FL100087,2025-05-12,SkyEagle,B787,CN-230,TNG,ORY,1157.6,122,0,0,35261,485,2794.4,8830.3,0.73,175,0,42.427054840652794,-1.387121531666053
FL100088,2025-01-02,AtlasAir,A330,CN-981,MAD,IST,1849.1,194,15,0,35802,466,5090.6,16086.3,0.78,232,0,40.297981895353985,2.4384482573828064
FL100089,2025-05-14,AtlasAir,A330,CN-355,AGA,LHR,1830.3,162,22,0,42394,434,5006.6,15820.9,0.82,200,0,33.23722440362297,-8.157856069912476
FL100090,2025-02-23,RoyalMaghreb,A320,CN-673,MAD,IST,1834.0,154,31,0,35193,351,4599.0,14532.8,0.84,136,0,40.67054215947448,16.578782928788378
FL100091,2025-04-16,EuroWings+,B787,CN-985,TNG,RAK,1386.8,115,16,0,33309,429,3168.8,10013.4,0.77,230,0,35.5184299860191,-6.048007430910831
FL100092,2025-01-04,MoroccoFly,A321,CN-283,LHR,CMN,2062.2,223,47,0,27338,496,4725.4,14932.3,0.81,269,0,45.174979143282165,-3.1734050810281804
FL100093,2025-02-23,RoyalMaghreb,A330,CN-785,LHR,IST,2327.2,289,37,0,33825,449,5543.1,17516.2,0.78,251,0,49.26826049251371,6.002585865857198
FL100094,2025-08-09,RoyalMaghreb,A321,CN-906,ORY,RAK,1871.7,190,0,0,34918,403,4314.4,13633.5,0.91,214,0,42.026999642108116,-2.218651664170391
FL100095,2025-07-10,RoyalMaghreb,A320,CN-139,LHR,IST,1970.9,166,23,0,38426,393,4939.8,15609.8,0.87,145,0,42.910473052874615,25.69209917408247
FL100096,2025-05-26,EuroWings+,A321,CN-571,AGA,IST,2245.3,212,25,0,35096,412,5175.6,16354.9,0.83,291,0,30.851794094670865,-7.959512404992505
FL100097,2025-08-06,SkyEagle,A330,CN-124,AGA,RAK,1318.5,143,50,0,37040,507,3071.6,9706.3,0.91,261,0,30.65066365128727,-9.611301504223478
FL100098,2025-02-13,RoyalMaghreb,A321,CN-385,LHR,TNG,946.9,107,55,0,38984,477,2510.0,7931.6,0.77,241,1,39.332448216387206,-4.277574670826579
FL100099,2025-06-11,AtlasAir,A330,CN-621,MAD,LHR,2247.5,211,32,0,36670,439,5297.8,16741.0,0.74,181,0,47.14681085328256,-1.7397471769474326
FL100100,2025-07-21,EuroWings+,E190,CN-218,MAD,CMN,1984.4,217,38,0,34498,464,5414.6,17110.1,0.92,235,0,34.644133278452635,-6.5381589957285
FL100101,2025-07-09,SkyEagle,A321,CN-211,ORY,CMN,1995.8,169,18,0,34716,445,5404.9,17079.5,0.78,257,0,35.906282346245305,-5.490988073155882
FL100102,2025-08-16,SaharaJet,B737,CN-905,MAD,LHR,1944.5,211,83,0,37260,469,5143.9,16254.7,0.77,174,0,40.82336364324294,-3.809825253754789
FL100103,2025-01-14,SkyEagle,B737,CN-690,RAK,ORY,2572.8,291,7,0,37159,522,5998.8,18956.2,0.92,141,0,31.46094266332124,-7.787345784067927
FL100104,2025-04-05,MoroccoFly,A330,CN-546,CMN,LHR,1727.4,185,28,0,37167,431,5005.1,15816.1,0.75,177,0,48.90020435592792,-0.829179900082633
FL100105,2025-02-17,AtlasAir,B787,CN-541,AGA,TNG,2808.7,350,0,0,38499,421,6361.9,20103.6,0.78,316,0,31.137965617807907,-8.58453099652091
FL100106,2025-01-15,AtlasAir,E190,CN-421,MAD,ORY,3036.9,283,48,0,37335,422,7740.4,24459.7,0.91,220,0,46.147072076134464,1.3640116050358675
FL100107,2025-07-19,RoyalMaghreb,A320,CN-416,ORY,MAD,1540.9,158,0,0,36440,381,4183.5,13219.9,0.74,215,0,42.172864704403246,-2.575359512737238
FL100108,2025-07-25,RoyalMaghreb,B737,CN-813,MAD,AGA,1576.7,153,45,0,33533,394,3837.9,12127.8,0.78,183,0,37.75086104382584,-5.367515236842264
FL100109,2025-08-03,SkyEagle,B787,CN-530,TNG,RAK,1578.7,140,28,0,31665,447,3562.2,11256.6,0.82,293,0,32.54066247984359,-7.322387462983383
FL100110,2025-09-06,RoyalMaghreb,B737,CN-682,TNG,MAD,1201.0,109,25,0,34699,439,2862.1,9044.2,0.85,153,0,36.926233781002324,-4.8057278118528695
FL100111,2025-07-09,SkyEagle,B737,CN-393,CMN,AGA,1484.4,179,17,1,35304,393,3692.7,11668.9,0.88,151,0,31.36801709497823,-8.64527234846134
FL100112,2025-02-09,MoroccoFly,B737,CN-552,MAD,AGA,862.5,78,4,1,37382,387,2017.0,6373.7,0.71,232,1,34.054826111137395,-7.216663611273995
FL100113,2025-08-01,EuroWings+,E190,CN-584,AGA,MAD,1543.9,171,4,0,38052,583,3520.7,11125.4,0.85,260,0,37.25926723241529,-5.244793495568312
FL100114,2025-07-27,RoyalMaghreb,A321,CN-627,RAK,AGA,1156.7,133,0,1,36309,495,2919.1,9224.4,0.96,208,0,31.946240032337638,-8.104933671266865
FL100115,2025-08-25,RoyalMaghreb,E190,CN-938,MAD,CMN,1411.7,126,16,0,32872,424,3431.9,10844.8,0.83,288,0,34.14793726307853,-7.566446844475754
FL100116,2025-03-23,MoroccoFly,E190,CN-925,ORY,RAK,2329.9,229,16,0,35896,412,6466.5,20434.1,0.92,222,1,44.68632124446837,0.31722523285043436
FL100117,2025-04-21,MoroccoFly,A321,CN-350,CMN,RAK,2017.5,191,52,0,37296,440,5191.4,16404.8,0.86,214,0,32.709376791722946,-7.852260303950956
FL100118,2025-02-22,EuroWings+,B787,CN-524,RAK,ORY,1226.9,125,28,0,35072,520,3529.9,11154.5,0.84,238,0,42.113483996809755,-1.5023300017995982
FL100119,2025-01-24,RoyalMaghreb,B787,CN-813,AGA,LHR,1819.6,179,11,0,32583,479,5096.3,16104.3,0.83,279,0,37.36706766347232,-6.632320764106758
FL100120,2025-06-03,EuroWings+,B737,CN-251,LHR,RAK,526.9,52,2,0,32002,424,1421.8,4492.9,0.77,147,0,42.75371080108985,-3.491743135054111
FL100121,2025-08-05,RoyalMaghreb,E190,CN-981,CMN,IST,888.9,78,49,0,35113,456,2034.2,6428.1,0.73,275,0,34.00215001568008,-5.1371901894191465
FL100122,2025-07-07,AtlasAir,B737,CN-923,AGA,RAK,2152.0,236,6,0,35379,546,5194.4,16414.3,0.9,120,0,31.65888020198167,-8.013387434328436
FL100123,2025-05-04,RoyalMaghreb,B787,CN-670,IST,CMN,1072.7,92,38,0,32101,457,2695.7,8518.4,0.91,236,0,38.097276091300174,14.89424139028052
FL100124,2025-08-25,MoroccoFly,A320,CN-920,IST,RAK,1999.2,219,22,0,36539,437,5453.3,17232.4,0.89,144,0,32.93711243027799,-3.550133942905895
FL100125,2025-02-10,EuroWings+,E190,CN-553,MAD,IST,1253.6,139,20,0,29344,435,3282.9,10374.0,0.74,207,0,40.79523364662661,-1.4924675861838668
FL100126,2025-06-06,SaharaJet,E190,CN-661,LHR,IST,1737.3,155,13,0,35210,508,3899.5,12322.4,0.85,274,0,50.59129193732864,2.4785646053766204
FL100127,2025-01-15,EuroWings+,A321,CN-365,IST,AGA,2192.0,225,85,0,39422,432,5745.9,18157.0,0.81,268,0,34.848751873484595,4.8770354283414274
FL100128,2025-02-14,MoroccoFly,E190,CN-896,ORY,IST,1845.3,219,0,0,41512,441,5287.4,16708.2,0.94,258,0,43.95932259823775,19.040723942346542
FL100129,2025-03-06,SaharaJet,B737,CN-550,AGA,TNG,1536.2,187,0,0,34339,346,3590.6,11346.3,0.7,182,0,33.02271095848737,-7.832705698104343
FL100130,2025-03-30,AtlasAir,E190,CN-378,ORY,RAK,1991.5,198,51,0,34519,483,4502.7,14228.5,0.75,248,0,40.03266689040068,-2.5828066363110787
FL100131,2025-03-12,SkyEagle,A330,CN-254,RAK,TNG,1560.5,162,1,0,37494,440,4213.2,13313.7,0.69,266,0,35.396830991813125,-5.968106848363051
FL100132,2025-01-09,MoroccoFly,B737,CN-319,TNG,LHR,2767.3,327,40,0,28544,414,6322.6,19979.4,0.94,145,0,37.142759207001596,-5.5294011252648145
FL100133,2025-03-29,AtlasAir,B737,CN-655,LHR,TNG,2535.8,268,46,0,35620,487,7129.7,22529.9,0.77,170,0,50.0808500517264,-0.7846882324448989
FL100134,2025-05-09,EuroWings+,B737,CN-952,CMN,TNG,1780.1,193,12,0,33353,454,4069.4,12859.3,0.66,181,0,35.04781046679986,-6.244866075895318
FL100135,2025-08-24,EuroWings+,B737,CN-883,CMN,IST,2904.1,319,0,0,34202,521,8012.1,25318.2,0.84,167,0,37.007226764633,7.544166144151471
FL100136,2025-05-16,SaharaJet,B737,CN-460,IST,CMN,2582.6,238,0,0,31727,429,6460.0,20413.6,0.74,147,0,35.739152544066734,5.642169730911034
FL100137,2025-08-04,SkyEagle,B737,CN-865,LHR,ORY,1709.6,184,0,0,30113,513,4022.0,12709.5,0.82,168,0,50.94179135983124,-0.06035073703668277
FL100138,2025-03-04,RoyalMaghreb,B787,CN-324,AGA,ORY,2127.8,223,18,0,34734,431,4919.4,15545.3,0.68,229,0,32.43372921018223,-7.974836584316979
FL100139,2025-05-19,SkyEagle,B737,CN-498,IST,CMN,1943.7,171,40,1,30381,375,4739.4,14976.5,0.72,164,0,37.17614758704255,9.211196609446796
FL100140,2025-08-31,SkyEagle,E190,CN-269,LHR,MAD,719.4,79,4,0,34495,426,1718.7,5431.1,0.82,254,0,45.03457452185254,-2.589971961844157
FL100141,2025-03-22,EuroWings+,A321,CN-706,CMN,ORY,1676.8,174,76,1,35875,494,4357.3,13769.1,0.72,254,0,34.76673569927119,-7.647215069175881
FL100142,2025-05-16,SaharaJet,E190,CN-758,CMN,RAK,1952.2,192,29,0,35924,430,4465.5,14111.0,0.77,266,0,31.668034150753964,-8.363086681758247
FL100143,2025-06-12,EuroWings+,A321,CN-151,IST,RAK,1791.9,156,27,0,30655,407,4197.1,13262.8,0.77,281,0,36.8245022540764,10.702077473111277
FL100144,2025-06-12,SkyEagle,B737,CN-565,MAD,RAK,1767.1,156,25,0,36666,454,4135.5,13068.2,0.91,153,0,39.87791839767074,-3.5392589921871687
FL100145,2025-02-02,SkyEagle,A330,CN-870,LHR,TNG,3199.9,273,22,0,40871,437,8658.7,27361.5,0.76,252,0,45.634690444430426,-2.15510138742815
FL100146,2025-05-03,EuroWings+,A330,CN-119,RAK,ORY,2371.9,258,30,0,37175,475,6447.5,20374.1,0.85,222,0,43.05409384725072,-1.0422427789476536
FL100147,2025-01-05,RoyalMaghreb,B787,CN-329,CMN,AGA,1339.8,134,23,0,30079,368,3009.4,9509.7,0.76,230,0,29.91607478091696,-9.253726234331735
FL100148,2025-08-22,RoyalMaghreb,A320,CN-131,CMN,IST,1800.7,161,0,0,30177,411,4254.5,13444.2,0.89,141,0,36.48137719612388,7.31837796122028
FL100149,2025-08-19,MoroccoFly,A321,CN-256,CMN,MAD,875.5,82,14,1,30041,510,2323.2,7341.3,0.58,245,0,37.86929973454225,-5.21999915089739
FL100150,2025-09-07,MoroccoFly,A321,CN-217,IST,MAD,2284.3,202,0,0,38180,587,5253.9,16602.3,0.76,266,0,41.13683519348481,19.27490319048888
FL100151,2025-02-10,SaharaJet,A321,CN-362,IST,MAD,1424.3,156,18,0,32424,506,3235.0,10222.6,0.71,215,0,41.09211890485172,18.678061861240902
FL100152,2025-01-28,SkyEagle,A321,CN-938,RAK,IST,2310.5,242,14,1,35796,420,5881.9,18586.8,0.95,200,0,31.805693491616694,-8.12074755565035
FL100153,2025-05-15,MoroccoFly,A330,CN-126,RAK,MAD,1914.9,173,19,1,31833,502,4354.0,13758.6,0.87,276,0,34.799013783008924,-6.244532115181437
FL100154,2025-07-20,SkyEagle,B787,CN-832,LHR,AGA,933.7,105,0,0,33475,442,2555.8,8076.3,0.92,230,0,46.87620855647514,-1.7223705095961153
FL100155,2025-03-13,MoroccoFly,A320,CN-813,AGA,CMN,1636.2,152,27,0,32773,429,4346.0,13733.4,0.75,193,0,31.256999566013636,-8.50110072537867
FL100156,2025-01-12,SkyEagle,E190,CN-679,RAK,IST,1602.8,169,33,0,35122,399,3826.5,12091.7,0.7,205,0,32.742067139452054,-4.253884261117506
FL100157,2025-06-11,AtlasAir,A330,CN-479,LHR,MAD,2267.4,218,0,0,36614,447,5812.0,18365.9,0.73,273,0,43.10110684826578,-2.8494955861399545
FL100158,2025-02-02,AtlasAir,B787,CN-969,MAD,CMN,2203.7,259,32,0,35305,527,5385.1,17016.9,0.9,199,1,34.655152911710694,-6.770433449633572
